layer_ID[1=slab,2=WL,3=substratum] thickness[cm] density[kg/m3] 
1.000000 1.000000 154.000000 
1.000000 9.000000 154.000000 
1.000000 6.000000 205.000000 
1.000000 12.000000 220.000000 
1.000000 4.000000 210.000000 
2.000000 1.000000 -999.000000 
3.000000 9.000000 -999.000000 
3.000000 15.000000 -999.000000 
