layer_ID[1=slab,2=WL,3=substratum] thickness[cm] density[kg/m3] 
1.000000 0.500000 -999.000000 
1.000000 1.500000 -999.000000 
1.000000 1.000000 -999.000000 
1.000000 23.000000 -999.000000 
1.000000 0.500000 -999.000000 
1.000000 1.500000 -999.000000 
1.000000 0.500000 -999.000000 
1.000000 9.500000 -999.000000 
1.000000 0.500000 -999.000000 
2.000000 2.500000 -999.000000 
3.000000 20.000000 -999.000000 
3.000000 45.000000 -999.000000 
