layer_ID[1=slab,2=WL,3=substratum] thickness[cm] density[kg/m3] 
1.000000 8.000000 187.500000 
1.000000 19.000000 263.160000 
1.000000 7.000000 285.710000 
2.000000 13.000000 307.690000 
3.000000 0.500000 341.180000 
3.000000 24.500000 341.180000 
3.000000 7.000000 -999.000000 
3.000000 53.000000 -999.000000 
