layer_ID[1=slab,2=WL,3=substratum] thickness[cm] density[kg/m3] 
1.000000 0.500000 161.000000 
1.000000 4.500000 161.000000 
1.000000 10.000000 215.000000 
1.000000 13.000000 276.000000 
1.000000 4.000000 -999.000000 
1.000000 0.500000 -999.000000 
1.000000 7.500000 249.000000 
1.000000 7.000000 302.000000 
1.000000 8.000000 255.000000 
2.000000 1.000000 -999.000000 
3.000000 29.000000 -999.000000 
3.000000 12.000000 -999.000000 
