layer_ID[1=slab,2=WL,3=substratum] thickness[cm] density[kg/m3] 
1.000000 2.000000 336.000000 
1.000000 8.000000 154.000000 
1.000000 10.000000 164.000000 
1.000000 9.000000 194.000000 
1.000000 1.000000 259.000000 
1.000000 4.000000 259.000000 
2.000000 4.000000 261.000000 
3.000000 9.000000 286.000000 
3.000000 10.500000 -999.000000 
3.000000 4.500000 -999.000000 
3.000000 7.000000 -999.000000 
3.000000 15.000000 -999.000000 
