layer_ID[1=slab,2=WL,3=substratum] thickness[cm] density[kg/m3] 
1.000000 2.000000 130.000000 
1.000000 17.000000 130.000000 
1.000000 10.000000 140.000000 
1.000000 10.000000 170.000000 
1.000000 2.000000 270.000000 
1.000000 3.000000 270.000000 
1.000000 3.000000 270.000000 
1.000000 12.000000 270.000000 
1.000000 1.000000 310.000000 
1.000000 10.000000 385.000000 
1.000000 51.000000 385.000000 
2.000000 2.000000 -999.000000 
3.000000 13.000000 320.000000 
