Gc(J/m^2)	probability
0.1262913478847351	0.11808118081180811
0.3035872044616383	0.2841328413284133
0.4808830610385414	0.44649446494464934
0.6581789176154446	0.5682656826568265
0.8354747741923477	0.6974169741697417
1.012770630769251	0.8044280442804433
1.1900664873461542	0.8671586715867159
1.3673623439230573	0.904059040590406
1.5446582004999605	0.915129151291513
1.7219540570768637	0.9261992619926199
1.8992499136537668	0.940959409594096
2.0765457702306698	0.9483394833948339
2.2538416268075734	0.9520295202952029
2.431137483384476	0.9520295202952029
2.6084333399613797	0.9594095940959408
2.7857291965382824	0.9630996309963098
2.963025053115186	0.9667896678966789
3.1403209096920888	0.9704797047970478
3.3176167662689924	0.9704797047970478
3.494912622845895	0.9704797047970478
3.6722084794227987	0.9778597785977857
3.8495043359997014	0.9778597785977857
4.026800192576605	0.9852398523985237
4.204096049153508	0.9852398523985212
4.3813919057304105	0.9852398523985212
4.558687762307313	0.9852398523985262
4.735983618884218	0.9852398523985262
4.91327947546112	0.9852398523985212
5.090575332038023	0.9852398523985212
5.267871188614926	0.9852398523985262
5.44516704519183	0.9889298892988951
5.622462901768733	0.9926199261992592
5.799758758345636	0.9926199261992592
5.9770546149225385	0.9926199261992642
6.154350471499443	0.9926199261992642
6.331646328076346	0.9926199261992592
6.5089421846532485	0.9926199261992592
6.686238041230151	0.9926199261992642
6.863533897807056	0.9926199261992642
7.040829754383958	0.9926199261992592
7.218125610960861	0.9926199261992592
7.395421467537764	0.9926199261992642
7.572717324114668	0.9926199261992642
7.750013180691571	0.9926199261992592
7.927309037268474	0.9926199261992642
8.104604893845378	0.9926199261992691
8.281900750422281	0.9926199261992592
8.459196606999186	0.9926199261992592
8.636492463576086	0.9926199261992592
8.813788320152991	0.9926199261992592
8.991084176729894	0.9926199261992691
9.168380033306796	0.9963099630996282
9.345675889883701	0.9963099630996282
9.522971746460604	0.9963099630996382
9.700267603037506	0.9963099630996282
9.87756345961441	0.9963099630996282
10.054859316191312	0.9963099630996282
10.232155172768216	0.9963099630996282
10.409451029345119	0.9963099630996382
10.586746885922022	0.9963099630996282
10.764042742498926	0.9963099630996282
10.941338599075829	0.9963099630996382
11.118634455652732	0.9963099630996282
11.295930312229636	0.9963099630996282
11.473226168806537	0.9963099630996282
11.650522025383442	0.9963099630996282
11.827817881960344	0.9963099630996382
12.005113738537247	0.9963099630996282
12.182409595114152	0.9963099630996282
12.359705451691054	0.9963099630996382
12.537001308267957	0.9963099630996282
12.714297164844861	0.9963099630996282
12.891593021421762	0.9963099630996282
13.068888877998667	0.9963099630996282
13.24618473457557	1.000000000000007
